     1977          3      515.8   .4765446    363.883      5.472
     1977          4     526.15   .4862417      369.6      6.137
     1978          1    536.975   .4942814    376.675      6.408
     1978          2    568.425   .5040681    385.527      6.481
     1978          3    583.475   .5127084    392.633   7.315333
     1978          4     602.55   .5235354    398.625   8.680333
     1979          1     616.15   .5351195    403.099   9.357667
     1979          2     630.55   .5464512    414.629   9.372334
     1979          3    648.225   .5582252    428.914   9.631333
     1979          4     662.55   .5691766     434.93   11.80367
     1980          1     680.55    .581791    434.828   13.45867
     1980          2   679.4825   .5951759    443.631   10.04933
     1980          3     695.85    .610087    454.817   9.235333
     1980          4   727.7755   .6257877    455.754   13.70967
     1981          1    760.075   .6415218    465.187     14.369
     1981          2   767.9264   .6539997    469.466     14.829
     1981          3    791.925   .6664633    472.355   15.08733
     1981          4      796.4   .6786825    483.649   12.02267
     1982          1      794.7   .6886631     483.34     12.895
     1982          2    807.875   .6972103    482.867     12.359
     1982          3    814.775   .7066412    498.758   9.705334
     1982          4     824.75   .7143321    514.621      7.935
     1983          1    840.225   .7207592    533.901   8.081333
     1983          2      867.3   .7282727    546.222   8.420667
     1983          3    890.825   .7348526      556.1   9.186666
     1983          4    916.125   .7419218    560.767   8.793333
     1984          1     947.75   .7501583    586.727   9.133333
     1984          2      969.9     .75583    591.182   9.843333
     1984          3     985.55   .7624702    587.694   10.34333
     1984          4     999.15   .7680305    601.956   8.973333
     1985          1     1020.3    .776292    611.535   8.183333
     1985          2    1033.65   .7825198    628.929   7.523334
     1985          3   1055.375   .7876521    662.257   7.103333
     1985          4   1071.325   .7945157    671.391   7.146667
     1986          1   1089.525   .7980699    696.905   6.886667
     1986          2   1096.375   .8021914    729.495       6.13
     1986          3   1110.875    .808453    743.691   5.533333
     1986          4    1125.45   .8145401    796.023       5.34
     1987          1     1141.4   .8208853    779.555   5.533333
     1987          2   1161.275   .8268245    797.965   5.733333
     1987          3   1180.675   .8333098    807.165   6.033333
     1987          4       1209   .8409557    808.058   6.003334
     1988          1   1224.525   .8466458    823.831       5.76
     1988          2   1250.075   .8556297    842.671       6.23
     1988          3    1273.65   .8666202    844.246   6.993333
     1988          4    1301.35   .8744456    840.154   7.703333
     1989          1   1329.225   .8845283    839.736   8.533334
     1989          2   1353.275   .8938999    843.502       8.44
     1989          3    1371.75   .9012812    844.747       7.85
     1989          4   1384.425    .908788    852.315   7.633333
     1990          1   1415.175   .9200501    863.089   7.756667
     1990          2   1437.725   .9318329    875.829   7.766667
     1990          3   1445.575   .9414207    882.548   7.493333
     1990          4    1445.45   .9511104    887.742   7.023334
     1991          1   1455.475   .9626953    900.896   6.053333
     1991          2     1473.1   .9699903    914.358   5.593333
     1991          3   1487.575   .9770447    940.567   5.406667
     1991          4     1500.5   .9830803    959.751   4.583333
     1992          1    1530.45   .9912723   1002.641       3.91
     1992          2   1550.275   .9978919   1014.978   3.723333
     1992          3   1567.925   1.001757   1050.911       3.13
     1992          4     1595.8   1.008867   1089.475   3.076667
     1993          1     1611.1   1.018411   1098.221   2.993333
     1993          2     1627.3   1.023475    1135.69   2.983333
     1993          3   1643.625    1.02831   1168.657       3.02
     1993          4   1676.025   1.035079   1187.475       3.08
     1994          1     1698.6   1.041367   1210.237       3.25
     1994          2   1727.875   1.047149   1211.559   4.036667
     1994          3    1746.65   1.053865   1210.962       4.51
     1994          4    1773.95    1.06088   1204.365   5.283333
     1995          1    1792.25   1.069409   1209.235       5.78
     1995          2   1802.375   1.074633    1219.42   5.623333
     1995          3     1825.3   1.080187    1204.52       5.38
     1995          4   1845.475   1.086133   1197.609       5.27
     1996          1   1866.875   1.093915   1195.807       4.95
     1996          2    1901.95   1.098441   1208.025       5.04
     1996          3    1919.05   1.105475   1218.991   5.136667
     1996          4   1948.225   1.110511   1202.149       4.97
